"season","week","total","total_result","tm_home","tm_away","line_home","pts_home","pts_away","tm_winner_straight","tm_winner_spread"
1987,12,45.5,"over","SD","DEN",1,17,31,"DEN","DEN"
1987,12,43,"under","RAM","TB",-4.5,35,3,"RAM","RAM"
1987,12,44,"over","SEA","RAI",-9,14,37,"RAI","RAI"
1987,13,44,"under","DAL","ATL",-9.5,10,21,"ATL","ATL"
1987,13,42,"over","RAI","BUF",-3.5,34,21,"RAI","RAI"
1987,13,46,"over","MIN","CHI",-1.5,24,30,"CHI","CHI"
1987,13,42,"under","CLE","IND",-8,7,9,"IND","IND"
1987,13,45,"over","STL","WAS",3.5,17,34,"WAS","WAS"
1987,13,44,"over","DET","RAM",3.5,16,37,"RAM","RAM"
1987,13,41,"under","GB","SF",6.5,12,23,"SF","SF"
1987,13,44.5,"over","CIN","KC",-4.5,30,27,"CIN","KC"
1987,13,45.5,"over","DEN","NE",-8,31,20,"DEN","DEN"
1987,13,46.5,"over","HOU","SD",2.5,33,18,"HOU","HOU"
1987,13,41,"over","NYG","PHI",-5,23,20,"NYG","PHI"
1987,13,41,"under","PIT","SEA",3.5,13,9,"PIT","PIT"
1987,13,44,"over","NO","TB",-10.5,44,34,"NO","TB"
1987,13,45,"over","MIA","NYJ",-3.5,37,28,"MIA","MIA"
1987,14,41.5,"under","RAM","ATL",-10,33,0,"RAM","RAM"
1987,14,44.5,"under","IND","BUF",-3.5,3,27,"BUF","BUF"
1987,14,40.5,"over","CLE","CIN",-7.5,38,24,"CLE","CLE"
1987,14,41,"over","STL","NYG",3,27,24,"STL","STL"
1987,14,42,"over","WAS","DAL",-9.5,24,20,"WAS","DAL"
1987,14,47.5,"over","SEA","DEN",-3.5,28,21,"SEA","SEA"
1987,14,47.5,"under","TB","DET",-6,10,20,"DET","DET"
1987,14,37.5,"under","GB","MIN",4,16,10,"GB","GB"
1987,14,40,"under","KC","RAI",5.5,16,10,"KC","KC"
1987,14,44,"under","PHI","MIA",-1.5,10,28,"MIA","MIA"
1987,14,45,"over","NE","NYJ",-4,42,20,"NE","NE"
1987,14,46.5,"under","NO","HOU",-7.5,24,10,"NO","NO"
1987,14,45,"under","SD","PIT",-3,16,20,"PIT","PIT"
1987,14,45.5,"under","SF","CHI",-5.5,41,0,"SF","SF"
1987,15,39,"under","NYG","GB",-7,20,10,"NYG","NYG"
1987,15,44,"under","DEN","KC",-9.5,20,17,"DEN","KC"
1987,15,42,"push","SF","ATL",-16,35,7,"SF","SF"
1987,15,45,"over","CIN","NO",3,24,41,"NO","NO"
1987,15,43,"under","RAI","CLE",-2.5,17,24,"CLE","CLE"
1987,15,42,"under","SD","IND",-3.5,7,20,"IND","IND"
1987,15,46,"under","DET","MIN",6,14,17,"MIN","DET"
1987,15,41,"under","BUF","NE",-4,7,13,"NE","NE"
1987,15,43,"under","HOU","PIT",0,24,16,"HOU","HOU"
1987,15,42,"over","NYJ","PHI",-2,27,38,"PHI","PHI"
1987,15,37,"over","CHI","SEA",-3.5,21,34,"SEA","SEA"
1987,15,45,"push","TB","STL",3,14,31,"STL","STL"
1987,15,49,"under","MIA","WAS",-3,23,21,"MIA","WAS"
1987,15,44,"over","RAM","DAL",-7,21,29,"DAL","DAL"
1987,16,40,"under","PIT","CLE",3,13,19,"CLE","CLE"
1987,16,46,"over","MIN","WAS",-2.5,24,27,"WAS","WAS"
1987,16,42,"over","ATL","DET",1,13,30,"DET","DET"
1987,16,45,"under","PHI","BUF",-2.5,17,7,"PHI","PHI"
1987,16,49,"under","HOU","CIN",-6.5,21,17,"HOU","CIN"
1987,16,46,"under","DAL","STL",2.5,21,16,"DAL","DAL"
1987,16,42,"over","NO","GB",-10.5,33,24,"NO","GB"
1987,16,42,"over","KC","SEA",6,41,20,"KC","KC"
1987,16,43,"under","NYG","NYJ",-8,20,7,"NYG","NYG"
1987,16,40,"under","RAI","CHI",1,3,6,"CHI","CHI"
1987,16,43,"over","SF","RAM",-9.5,48,0,"SF","SF"
1987,16,39,"under","DEN","SD",-11,24,0,"DEN","DEN"
1987,16,42,"under","IND","TB",-10.5,24,6,"IND","IND"
1987,16,49,"under","MIA","NE",-5.5,10,24,"NE","NE"
1987,17,46,"over","NO","MIN",-6.5,10,44,"MIN","MIN"
1987,17,45,"under","HOU","SEA",2.5,23,20,"HOU","HOU"
1987,17,37,"over","CLE","IND",-8,38,21,"CLE","CLE"
1987,17,47,"over","SF","MIN",-11,24,36,"MIN","MIN"
1987,17,46,"under","DEN","HOU",-10,34,10,"DEN","DEN"
1987,17,38,"push","CHI","WAS",-4.5,17,21,"WAS","WAS"
1987,18,45,"over","DEN","CLE",-3,38,33,"DEN","DEN"
1987,18,45,"under","WAS","MIN",-3,17,10,"WAS","WAS"
1987,19,47,"over","DEN","WAS",-3.5,10,42,"WAS","WAS"
1988,1,43,"over","DET","ATL",-4,31,17,"DET","DET"
1988,1,44,"under","BUF","MIN",2.5,13,10,"BUF","BUF"
1988,1,47,"under","CIN","PHO",-5.5,21,14,"CIN","CIN"
1988,1,41,"over","PIT","DAL",-3,24,21,"PIT","na"
1988,1,43,"under","GB","RAM",3,7,34,"RAM","RAM"
1988,1,42,"under","KC","CLE",3.5,3,6,"CLE","KC"
1988,1,46,"under","CHI","MIA",-3.5,34,7,"CHI","CHI"
1988,1,43,"over","NO","SF",0,33,34,"SF","SF"
1988,1,45,"under","NE","NYJ",-6,28,3,"NE","NE"
1988,1,41,"under","IND","HOU",-3,14,17,"HOU","HOU"
1988,1,41,"under","RAI","SD",-6,24,13,"RAI","RAI"
1988,1,46,"under","DEN","SEA",-4,14,21,"SEA","SEA"
1988,1,43,"over","TB","PHI",6.5,14,41,"PHI","PHI"
1988,1,42,"over","NYG","WAS",-2,27,20,"NYG","NYG"
1988,2,43,"over","ATL","NO",8.5,21,29,"NO","ATL"
1988,2,47,"over","PHI","CIN",-5,24,28,"CIN","CIN"
1988,2,42,"under","IND","CHI",1.5,13,17,"CHI","CHI"
1988,2,43,"under","RAM","DET",-10,17,10,"RAM","DET"
1988,2,43,"under","SEA","KC",-8,31,10,"SEA","SEA"
1988,2,44,"under","BUF","MIA",-3,9,6,"BUF","na"
1988,2,45,"under","MIN","NE",-6.5,36,6,"MIN","MIN"
1988,2,40,"under","CLE","NYJ",-9.5,3,23,"NYJ","NYJ"
1988,2,43,"over","WAS","PIT",-7.5,30,29,"WAS","PIT"
1988,2,40,"over","HOU","RAI",-2.5,38,35,"HOU","HOU"
1988,2,43,"under","DEN","SD",-12,34,3,"DEN","DEN"
1988,2,44,"under","NYG","SF",-2,17,20,"SF","SF"
1988,2,42,"under","GB","TB",-6.5,10,13,"TB","TB"
1988,2,45,"under","PHO","DAL",-2.5,14,17,"DAL","DAL"
1988,3,44,"over","SF","ATL",-14,17,34,"ATL","ATL"
1988,3,38,"under","NE","BUF",-2.5,14,16,"BUF","BUF"
1988,3,47,"under","PIT","CIN",-2.5,12,17,"CIN","CIN"
1988,3,42,"under","DAL","NYG",3,10,12,"NYG","DAL"
1988,3,44,"under","DET","NO",5.5,14,22,"NO","NO"
1988,3,43,"under","MIA","GB",-10,24,17,"MIA","GB"
1988,3,43,"under","KC","DEN",5,20,13,"KC","KC"
1988,3,42,"under","CHI","MIN",-3,7,31,"MIN","MIN"
1988,3,41,"over","NYJ","HOU",2,45,3,"NYJ","NYJ"
1988,3,47,"under","WAS","PHI",-5,17,10,"WAS","WAS"
1988,3,41,"under","RAI","RAM",1,17,22,"RAM","RAM"
1988,3,42,"under","SD","SEA",8,17,6,"SD","SD"
1988,3,42,"over","TB","PHO",3,24,30,"PHO","PHO"
1988,3,37,"over","CLE","IND",-2,23,17,"CLE","CLE"
1988,4,42,"over","DAL","ATL",-6,26,20,"DAL","na"
1988,4,41,"push","CIN","CLE",-3.5,24,17,"CIN","CIN"
1988,4,41,"over","PHO","WAS",3.5,30,21,"PHO","PHO"
1988,4,40,"under","DET","NYJ",2,10,17,"NYJ","NYJ"
1988,4,38,"under","GB","CHI",6,6,24,"CHI","CHI"
1988,4,42,"under","IND","MIA",-2.5,15,13,"IND","MIA"
1988,4,41,"under","HOU","NE",-3.5,31,6,"HOU","HOU"
1988,4,45,"under","MIN","PHI",-6,23,21,"MIN","PHI"
1988,4,38,"over","BUF","PIT",-4,36,28,"BUF","BUF"
1988,4,39,"over","NYG","RAM",-3.5,31,45,"RAM","RAM"
1988,4,38,"over","KC","SD",-6,23,24,"SD","SD"
1988,4,42,"over","SEA","SF",1.5,7,38,"SF","SF"
1988,4,44,"under","NO","TB",-13.5,13,9,"NO","TB"
1988,4,43,"over","DEN","RAI",-6.5,27,30,"RAI","RAI"
1988,5,39,"over","ATL","SEA",4,20,31,"SEA","SEA"
1988,5,37,"under","CHI","BUF",-4,24,3,"CHI","CHI"
1988,5,44,"over","RAI","CIN",-1.5,21,45,"CIN","CIN"
1988,5,40,"under","PIT","CLE",-2.5,9,23,"CLE","CLE"
1988,5,37,"over","NE","IND",-2,21,17,"NE","NE"
1988,5,42,"over","RAM","PHO",-7.5,27,41,"PHO","PHO"
1988,5,43,"under","SF","DET",-13.5,20,13,"SF","DET"
1988,5,39,"over","TB","GB",-2.5,27,24,"TB","TB"
1988,5,39,"under","NYJ","KC",-5.5,17,17,"na","KC"
1988,5,42,"under","MIA","MIN",3,24,7,"MIA","MIA"
1988,5,41,"over","WAS","NYG",-3.5,23,24,"NYG","NYG"
1988,5,44,"over","PHI","HOU",-4,32,23,"PHI","PHI"
1988,5,41,"under","SD","DEN",4,0,12,"DEN","DEN"
1988,5,43,"under","NO","DAL",-6.5,20,17,"NO","DAL"
1988,6,44,"under","ATL","RAM",6.5,0,33,"RAM","RAM"
1988,6,36,"over","BUF","IND",-4.5,34,23,"BUF","BUF"
1988,6,42,"over","DAL","WAS",1.5,17,35,"WAS","WAS"
1988,6,43,"under","SF","DEN",-6,13,16,"DEN","DEN"
1988,6,37,"under","DET","CHI",7,7,24,"CHI","CHI"
1988,6,38,"over","GB","NE",2.5,45,3,"GB","GB"
1988,6,42,"under","HOU","KC",-5,7,6,"HOU","KC"
1988,6,45,"under","RAI","MIA",-2.5,14,24,"MIA","MIA"
1988,6,43,"over","CIN","NYJ",-6,36,19,"CIN","CIN"
1988,6,44,"over","PHO","PIT",-6,31,14,"PHO","PHO"
1988,6,39,"over","SD","NO",4.5,17,23,"NO","NO"
1988,6,38,"under","CLE","SEA",-3.5,10,16,"SEA","SEA"
1988,6,43,"under","MIN","TB",-13,14,13,"MIN","TB"
1988,6,44,"under","PHI","NYG",-2,24,13,"PHI","PHI"
1988,7,42,"over","DEN","ATL",-13,30,14,"DEN","DEN"
1988,7,38,"under","CLE","PHI",0,19,3,"CLE","CLE"
1988,7,46,"over","WAS","PHO",-6.5,33,17,"WAS","WAS"
1988,7,38,"under","CHI","DAL",-7,17,7,"CHI","CHI"
1988,7,39,"over","NYG","DET",-11,30,10,"NYG","NYG"
1988,7,41,"over","MIN","GB",-10,14,34,"GB","GB"
1988,7,40,"under","SEA","NO",-2.5,19,20,"NO","NO"
1988,7,43,"over","NE","CIN",5,27,21,"NE","NE"
1988,7,38,"over","PIT","HOU",-1,14,34,"HOU","HOU"
1988,7,40,"over","KC","RAI",-3,17,27,"RAI","RAI"
1988,7,43,"over","RAM","SF",0,21,24,"SF","SF"
1988,7,40,"over","MIA","SD",-9.5,31,28,"MIA","SD"
1988,7,38,"over","IND","TB",-6,35,31,"IND","TB"
1988,7,40,"over","NYJ","BUF",-2,14,37,"BUF","BUF"
1988,8,43,"under","ATL","NYG",7.5,16,23,"NYG","ATL"
1988,8,39,"under","SD","IND",0,0,16,"IND","IND"
1988,8,41,"over","PHO","CLE",1,21,29,"CLE","CLE"
1988,8,41,"over","PHI","DAL",-5.5,24,23,"PHI","DAL"
1988,8,37,"under","KC","DET",-6.5,6,7,"DET","DET"
1988,8,44,"under","GB","WAS",5,17,20,"WAS","GB"
1988,8,40,"over","BUF","NE",-6.5,23,20,"BUF","NE"
1988,8,43,"over","MIA","NYJ",-6.5,30,44,"NYJ","NYJ"
1988,8,46,"over","CIN","HOU",-5,44,21,"CIN","CIN"
1988,8,41,"over","PIT","DEN",4,39,21,"PIT","PIT"
1988,8,42,"under","NO","RAI",-5,20,6,"NO","NO"
1988,8,41,"push","RAM","SEA",-4.5,31,10,"RAM","RAM"
1988,8,42,"over","TB","MIN",3.5,20,49,"MIN","MIN"
1988,8,39,"under","CHI","SF",-2.5,10,9,"CHI","SF"
1988,9,43,"over","PHI","ATL",-10.5,24,27,"ATL","ATL"
1988,9,43,"under","CLE","CIN",-3.5,23,16,"CLE","CLE"
1988,9,43,"under","DAL","PHO",-3,10,16,"PHO","PHO"
1988,9,37,"under","DET","NYG",7,10,13,"NYG","DET"
1988,9,41,"under","BUF","GB",-7,28,0,"BUF","BUF"
1988,9,40,"under","RAI","KC",-6.5,17,10,"RAI","RAI"
1988,9,42,"over","SF","MIN",-4,24,21,"SF","MIN"
1988,9,37,"push","NE","CHI",5,30,7,"NE","NE"
1988,9,47,"over","HOU","WAS",1,41,17,"HOU","HOU"
1988,9,44,"push","NYJ","PIT",-4.5,24,20,"NYJ","PIT"
1988,9,41,"under","NO","RAM",-2,10,12,"RAM","RAM"
1988,9,39,"under","SEA","SD",-8,17,14,"SEA","SD"
1988,9,46,"under","TB","MIA",4,14,17,"MIA","TB"
1988,9,40,"over","IND","DEN",-1,55,23,"IND","IND"
1988,10,38,"under","SEA","BUF",0,3,13,"BUF","BUF"
1988,10,37,"over","NYG","DAL",-6,29,21,"NYG","NYG"
1988,10,39,"over","MIN","DET",-11,44,17,"MIN","MIN"
1988,10,42,"under","ATL","GB",-3,20,0,"ATL","ATL"
1988,10,40,"under","DEN","KC",-8,17,11,"DEN","KC"
1988,10,41,"under","NE","MIA",-3.5,21,10,"NE","NE"
1988,10,42,"over","WAS","NO",-3.5,27,24,"WAS","NO"
1988,10,41,"over","IND","NYJ",-4,38,14,"IND","IND"
1988,10,43,"over","PHI","RAM",1,30,24,"PHI","PHI"
1988,10,47,"over","CIN","PIT",-8,42,7,"CIN","CIN"
1988,10,38,"under","SD","RAI",3,3,13,"RAI","RAI"
1988,10,44,"over","PHO","SF",-3,24,23,"PHO","SF"
1988,10,36,"over","CHI","TB",-9.5,28,10,"CHI","CHI"
1988,10,43,"under","HOU","CLE",0,24,17,"HOU","HOU"
1988,11,38,"over","WAS","CHI",-3.5,14,34,"CHI","CHI"
1988,11,43,"over","DAL","MIN",4,3,43,"MIN","MIN"
1988,11,39,"under","DEN","CLE",3,30,7,"DEN","DEN"
1988,11,38,"under","GB","IND",5,13,20,"IND","IND"
1988,11,40,"over","KC","CIN",6.5,31,28,"KC","KC"
1988,11,42,"under","RAM","NO",-3.5,10,14,"NO","NO"
1988,11,41,"under","NYJ","NE",-2,13,14,"NE","NE"
1988,11,44,"under","PHO","NYG",-2,24,17,"PHO","PHO"
1988,11,41,"over","SEA","HOU",-1.5,27,24,"SEA","SEA"
1988,11,45,"over","PIT","PHI",3,26,27,"PHI","PIT"
1988,11,41,"under","SF","RAI",-6.5,3,9,"RAI","RAI"
1988,11,37,"under","ATL","SD",-5.5,7,10,"SD","SD"
1988,11,38,"over","DET","TB",-2.5,20,23,"TB","TB"
1988,11,41,"under","MIA","BUF",1,6,31,"BUF","BUF"
1988,12,39,"under","RAI","ATL",-8,6,12,"ATL","ATL"
1988,12,45,"under","MIN","IND",-4.5,12,3,"MIN","MIN"
1988,12,44,"over","HOU","PHO",-6,38,20,"HOU","HOU"
1988,12,47,"over","DAL","CIN",4.5,24,38,"CIN","CIN"
1988,12,41,"over","NO","DEN",-5,42,0,"NO","NO"
1988,12,36,"under","GB","DET",-4,9,19,"DET","DET"
1988,12,38,"over","KC","SEA",1.5,27,24,"KC","KC"
1988,12,41,"under","MIA","NE",-3,3,6,"NE","NE"
1988,12,37,"under","BUF","NYJ",-7,9,6,"BUF","NYJ"
1988,12,41,"under","NYG","PHI",-3.5,17,23,"PHI","PHI"
1988,12,39,"under","CLE","PIT",-8.5,27,7,"CLE","CLE"
1988,12,38,"over","RAM","SD",-11,24,38,"SD","SD"
1988,12,38,"over","TB","CHI",7,15,27,"CHI","CHI"
1988,12,43,"over","SF","WAS",-3.5,37,21,"SF","SF"
1988,13,47,"under","DAL","HOU",5.5,17,25,"HOU","HOU"
1988,13,38,"under","DET","MIN",6.5,0,23,"MIN","MIN"
1988,13,41,"over","CIN","BUF",-3.5,35,21,"CIN","CIN"
1988,13,41,"under","WAS","CLE",-1,13,17,"CLE","CLE"
1988,13,45,"over","PHI","PHO",-5.5,31,21,"PHI","PHI"
1988,13,39,"over","DEN","RAM",0,35,24,"DEN","DEN"
1988,13,34,"under","CHI","GB",-13,16,0,"CHI","CHI"
1988,13,40,"under","PIT","KC",-2,16,10,"PIT","PIT"
1988,13,38,"over","NYJ","MIA",-2.5,38,34,"NYJ","NYJ"
1988,13,37,"over","IND","NE",-5.5,24,21,"IND","NE"
1988,13,38,"under","NO","NYG",-5.5,12,13,"NYG","NYG"
1988,13,38,"over","SD","SF",7,10,48,"SF","SF"
1988,13,40,"under","ATL","TB",-4.5,17,10,"ATL","ATL"
1988,13,38,"over","SEA","RAI",-2.5,35,27,"SEA","SEA"
1988,14,41,"under","ATL","SF",7,3,13,"SF","SF"
1988,14,41,"over","NYG","PHO",-5.5,44,7,"NYG","NYG"
1988,14,37,"over","CLE","DAL",-11,24,21,"CLE","DAL"
1988,14,40,"over","RAI","DEN",-2.5,21,20,"RAI","DEN"
1988,14,36,"over","DET","GB",-3.5,30,14,"DET","DET"
1988,14,42,"over","MIA","IND",1,28,31,"IND","IND"
1988,14,39,"over","MIN","NO",-4,45,3,"MIN","MIN"
1988,14,38,"over","KC","NYJ",-1,38,34,"KC","KC"
1988,14,46,"over","HOU","PIT",-10,34,37,"PIT","PIT"
1988,14,44,"under","CIN","SD",-13,27,10,"CIN","CIN"
1988,14,37,"under","NE","SEA",-3.5,13,7,"NE","NE"
1988,14,38,"under","TB","BUF",7.5,10,5,"TB","TB"
1988,14,46,"under","PHI","WAS",-3.5,19,20,"WAS","WAS"
1988,14,37,"under","RAM","CHI",-2.5,23,3,"RAM","RAM"
1988,15,42,"over","NYJ","IND",3,34,16,"NYJ","NYJ"
1988,15,48,"under","PHO","PHI",-2,17,23,"PHI","PHI"
1988,15,39,"under","RAM","ATL",-8,22,7,"RAM","RAM"
1988,15,51,"under","HOU","CIN",-1.5,41,6,"HOU","HOU"
1988,15,42,"under","WAS","DAL",-7,17,24,"DAL","DAL"
1988,15,44,"over","SEA","DEN",-3.5,42,14,"SEA","SEA"
1988,15,33,"under","CHI","DET",-10,13,12,"CHI","DET"
1988,15,34,"under","GB","MIN",10.5,18,6,"GB","GB"
1988,15,38,"over","NYG","KC",-9.5,28,12,"NYG","NYG"
1988,15,41,"over","SF","NO",-6,30,17,"SF","SF"
1988,15,40,"under","SD","PIT",-1,20,14,"SD","SD"
1988,15,34,"over","BUF","RAI",-7,37,21,"BUF","BUF"
1988,15,35,"under","NE","TB",-9,10,7,"NE","TB"
1988,15,44,"over","MIA","CLE",5,38,31,"MIA","MIA"
1988,16,39,"under","DEN","NE",1,21,10,"DEN","DEN"
1988,16,44,"under","CIN","WAS",-7.5,20,17,"CIN","WAS"
1988,16,40,"under","NO","ATL",-8,10,9,"NO","ATL"
1988,16,39,"under","IND","BUF",3,17,14,"IND","IND"
1988,16,45,"under","DAL","PHI",2,7,23,"PHI","PHI"
1988,16,37,"under","TB","DET",-3,21,10,"TB","TB"
1988,16,43,"push","PHO","GB",-7,17,26,"GB","GB"
1988,16,39,"under","SD","KC",-1,24,13,"SD","SD"
1988,16,41,"over","PIT","MIA",-2,40,24,"PIT","PIT"
1988,16,41,"over","NYJ","NYG",6,27,21,"NYJ","NYJ"
1988,16,45,"over","CLE","HOU",-2,28,23,"CLE","CLE"
1988,16,40,"over","SF","RAM",-6,16,38,"RAM","RAM"
1988,16,40,"over","RAI","SEA",-3,37,43,"SEA","SEA"
1988,16,39,"over","MIN","CHI",-7,28,27,"MIN","CHI"
1988,17,38,"over","CLE","HOU",-3,23,24,"HOU","HOU"
1988,17,42,"over","MIN","RAM",-5.5,28,17,"MIN","MIN"
1988,18,38,"under","CHI","PHI",-5.5,20,12,"CHI","CHI"
1988,18,46,"under","CIN","SEA",-6.5,21,13,"CIN","CIN"
1988,18,44,"under","SF","MIN",-3.5,34,9,"SF","SF"
1988,18,37,"under","BUF","HOU",-3.5,17,10,"BUF","BUF"
1988,19,41,"under","CIN","BUF",-4,21,10,"CIN","CIN"
1988,19,35,"under","CHI","SF",2,3,28,"SF","SF"
1988,20,46,"under","SF","CIN",-6,20,16,"SF","CIN"
1989,1,39,"over","ATL","RAM",7,21,31,"RAM","RAM"
1989,1,42,"under","CHI","CIN",-3.5,17,14,"CHI","CIN"
1989,1,42.5,"over","IND","SF",3,24,30,"SF","SF"
1989,1,40.5,"under","NO","DAL",-5,28,0,"NO","NO"
1989,1,40,"under","DET","PHO",1.5,13,16,"PHO","PHO"
1989,1,41,"over","DEN","KC",-6,34,20,"DEN","DEN"
1989,1,39.5,"over","MIA","BUF",4,24,27,"BUF","MIA"
1989,1,41,"over","NYJ","NE",-2.5,24,27,"NE","NE"
1989,1,45,"push","MIN","HOU",-5,38,7,"MIN","MIN"
1989,1,43,"over","PIT","CLE",2,0,51,"CLE","CLE"
1989,1,40,"over","RAI","SD",-3.5,40,14,"RAI","RAI"
1989,1,43,"under","PHI","SEA",-5,31,7,"PHI","PHI"
1989,1,41,"over","GB","TB",-3,21,23,"TB","TB"
1989,1,42,"over","WAS","NYG",-4,24,27,"NYG","NYG"
1989,2,39,"over","CHI","MIN",1.5,38,7,"CHI","CHI"
1989,2,43.5,"over","RAM","IND",-6,31,17,"RAM","RAM"
1989,2,41,"over","SEA","PHO",-7.5,24,34,"PHO","PHO"
1989,2,40.5,"over","ATL","DAL",-2.5,27,21,"ATL","ATL"
1989,2,39,"under","NYG","DET",-10.5,24,14,"NYG","DET"
1989,2,40,"over","GB","NO",4.5,35,34,"GB","GB"
1989,2,43.5,"under","NE","MIA",-6.5,10,24,"MIA","MIA"
1989,2,43,"over","CLE","NYJ",-7.5,38,24,"CLE","CLE"
1989,2,44,"over","WAS","PHI",-3,37,42,"PHI","PHI"
1989,2,44,"over","CIN","PIT",-10,41,10,"CIN","CIN"
1989,2,42,"over","KC","RAI",-2.5,24,19,"KC","KC"
1989,2,43,"over","SD","HOU",4.5,27,34,"HOU","HOU"
1989,2,44,"under","TB","SF",7,16,20,"SF","TB"
1989,2,42,"push","BUF","DEN",-6.5,14,28,"DEN","DEN"
1989,3,45,"under","IND","ATL",-7.5,13,9,"IND","ATL"
1989,3,44,"over","HOU","BUF",-4,41,47,"BUF","BUF"
1989,3,42,"push","NYG","PHO",-7.5,35,7,"NYG","NYG"
1989,3,46,"under","DAL","WAS",5.5,7,30,"WAS","WAS"
1989,3,38,"over","DET","CHI",7,27,47,"CHI","CHI"
1989,3,45,"over","RAM","GB",-9.5,41,38,"RAM","GB"
1989,3,42.5,"under","SD","KC",-2,21,6,"SD","SD"
1989,3,47,"over","MIA","NYJ",-4,33,40,"NYJ","NYJ"
1989,3,43,"under","PIT","MIN",9,27,14,"PIT","PIT"
1989,3,45,"over","DEN","RAI",-6,31,21,"DEN","DEN"
1989,3,41,"under","NE","SEA",-3,3,24,"SEA","SEA"
1989,3,46.5,"over","PHI","SF",-1.5,28,38,"SF","SF"
1989,3,42,"under","TB","NO",2.5,20,10,"TB","TB"
1989,3,45.5,"under","CIN","CLE",-4,21,14,"CIN","CIN"
1989,4,44,"push","GB","ATL",-7,23,21,"GB","ATL"
1989,4,44,"under","NYJ","IND",-3,10,17,"IND","IND"
1989,4,42.5,"over","DAL","NYG",7.5,13,30,"NYG","NYG"
1989,4,45.5,"under","CLE","DEN",-4.5,16,13,"CLE","DEN"
1989,4,43.5,"under","KC","CIN",4,17,21,"CIN","na"
1989,4,51.5,"under","HOU","MIA",-7,39,7,"HOU","HOU"
1989,4,44.5,"under","NO","WAS",2.5,14,16,"WAS","NO"
1989,4,41,"push","BUF","NE",-7,31,10,"BUF","BUF"
1989,4,44,"under","DET","PIT",-2.5,3,23,"PIT","PIT"
1989,4,46.5,"under","SF","RAM",-4,12,13,"RAM","RAM"
1989,4,42.5,"under","PHO","SD",-4.5,13,24,"SD","SD"
1989,4,44,"push","RAI","SEA",-2,20,24,"SEA","SEA"
1989,4,44,"under","MIN","TB",-8,17,3,"MIN","MIN"
1989,4,45,"under","CHI","PHI",-3,27,13,"CHI","CHI"
1989,5,44,"under","RAM","ATL",-10,26,14,"RAM","RAM"
1989,5,40,"over","IND","BUF",0,37,14,"IND","IND"
1989,5,45,"over","WAS","PHO",-10,30,28,"WAS","PHO"
1989,5,43.5,"over","GB","DAL",-8.5,31,13,"GB","GB"
1989,5,42,"under","MIN","DET",-12,24,17,"MIN","DET"
1989,5,42,"under","SEA","KC",-7,16,20,"KC","KC"
1989,5,46.5,"under","MIA","CLE",3.5,13,10,"MIA","MIA"
1989,5,42,"over","NO","SF",3.5,20,24,"SF","SF"
1989,5,43.5,"under","NE","HOU",5,23,13,"NE","NE"
1989,5,44.5,"under","PHI","NYG",-2.5,21,19,"PHI","NYG"
1989,5,44,"under","PIT","CIN",3.5,16,26,"CIN","CIN"
1989,5,42.5,"under","DEN","SD",-7.5,16,10,"DEN","SD"
1989,5,39,"over","TB","CHI",5,42,35,"TB","TB"
1989,5,45,"under","NYJ","RAI",-3,7,14,"RAI","RAI"
1989,6,41,"under","DEN","IND",-3.5,14,3,"DEN","DEN"
1989,6,46,"under","PHO","PHI",4.5,5,17,"PHI","PHI"
1989,6,43,"over","DAL","SF",14.5,14,31,"SF","SF"
1989,6,40,"under","TB","DET",-6.5,16,17,"DET","DET"
1989,6,45,"under","MIN","GB",-6.5,26,14,"MIN","MIN"
1989,6,42,"under","RAI","KC",-3.5,20,14,"RAI","RAI"
1989,6,45,"under","CIN","MIA",-7.5,13,20,"MIA","MIA"
1989,6,40,"under","ATL","NE",-3,16,15,"ATL","NE"
1989,6,41,"over","NO","NYJ",-7.5,29,14,"NO","NO"
1989,6,44,"over","CHI","HOU",-7,28,33,"HOU","HOU"
1989,6,40,"under","CLE","PIT",-10,7,17,"PIT","PIT"
1989,6,40,"under","SD","SEA",-1,16,17,"SEA","SEA"
1989,6,45,"under","NYG","WAS",-3,20,17,"NYG","na"
1989,6,41.5,"over","BUF","RAM",3.5,23,20,"BUF","BUF"
1989,7,39,"over","PHO","ATL",-2.5,34,20,"PHO","PHO"
1989,7,40.5,"under","CIN","IND",-6.5,12,23,"IND","IND"
1989,7,39,"over","KC","DAL",-8.5,36,28,"KC","DAL"
1989,7,40.5,"over","SEA","DEN",-2,21,24,"DEN","DEN"
1989,7,40,"under","DET","MIN",7.5,7,20,"MIN","MIN"
1989,7,45.5,"under","MIA","GB",-3.5,23,20,"MIA","GB"
1989,7,43,"over","RAM","NO",-6,21,40,"NO","NO"
1989,7,41,"over","SF","NE",-10.5,37,20,"SF","SF"
1989,7,39,"under","BUF","NYJ",-6.5,34,3,"BUF","BUF"
1989,7,44,"under","HOU","PIT",-9.5,27,0,"HOU","HOU"
1989,7,44,"under","PHI","RAI",-6.5,10,7,"PHI","RAI"
1989,7,38.5,"under","SD","NYG",5,13,20,"NYG","NYG"
1989,7,42.5,"over","WAS","TB",-7,32,28,"WAS","TB"
1989,7,41.5,"under","CLE","CHI",-1.5,27,7,"CLE","CLE"
1989,8,42,"under","NO","ATL",-7.5,20,13,"NO","ATL"
1989,8,43,"under","DAL","PHO",3.5,10,19,"PHO","PHO"
1989,8,42,"over","GB","DET",-6,23,20,"GB","DET"
